#,Number,Name,Type,Type1,Type2,Total,HP,Atk,Def,SpAk,SpDf,Spd,Generation,Legendary,MegaEvolution,FinalEvolution
775,669,Flabébé,Fairy,Fairy,,303,44,38,39,61,79,42,6,FALSE,FALSE,FALSE
776,670,Floette,Fairy,Fairy,,371,54,45,47,75,98,52,6,FALSE,FALSE,FALSE
777,671,Florges,Fairy,Fairy,,552,78,65,68,112,154,75,6,FALSE,FALSE,TRUE
778,672,Skiddo,Grass,Grass,,350,66,65,48,62,57,52,6,FALSE,FALSE,FALSE
779,673,Gogoat,Grass,Grass,,531,123,100,62,97,81,68,6,FALSE,FALSE,TRUE
780,674,Pancham,Fighting,Fighting,,348,67,82,62,46,48,43,6,FALSE,FALSE,FALSE
781,675,Pangoro,Fighting Dark,Fighting,Dark,495,95,124,78,69,71,58,6,FALSE,FALSE,TRUE
782,676,Furfrou,Normal,Normal,,472,75,80,60,65,90,102,6,FALSE,FALSE,TRUE
783,677,Espurr,Psychic,Psychic,,355,62,48,54,63,60,68,6,FALSE,FALSE,FALSE
784,678,Meowstic Male,Psychic,Psychic,,466,74,48,76,83,81,104,6,FALSE,FALSE,TRUE
785,678,Meowstic Female,Psychic,Psychic,,466,74,48,76,83,81,104,6,FALSE,FALSE,TRUE
786,679,Honedge,Steel Ghost,Steel,Ghost,325,45,80,100,35,37,28,6,FALSE,FALSE,FALSE
787,680,Doublade,Steel Ghost,Steel,Ghost,448,59,110,150,45,49,35,6,FALSE,FALSE,FALSE
788,681,Aegislash Blade Forme,Steel Ghost,Steel,Ghost,520,60,150,50,150,50,60,6,FALSE,FALSE,TRUE
789,681,Aegislash Shield Forme,Steel Ghost,Steel,Ghost,520,60,50,150,50,150,60,6,FALSE,FALSE,TRUE
790,682,Spritzee,Fairy,Fairy,,341,78,52,60,63,65,23,6,FALSE,FALSE,FALSE
791,683,Aromatisse,Fairy,Fairy,,462,101,72,72,99,89,29,6,FALSE,FALSE,TRUE
792,684,Swirlix,Fairy,Fairy,,341,62,48,66,59,57,49,6,FALSE,FALSE,FALSE
793,685,Slurpuff,Fairy,Fairy,,480,82,80,86,85,75,72,6,FALSE,FALSE,TRUE
794,686,Inkay,Dark Psychic,Dark,Psychic,288,53,54,53,37,46,45,6,FALSE,FALSE,FALSE
795,687,Malamar,Dark Psychic,Dark,Psychic,482,86,92,88,68,75,73,6,FALSE,FALSE,TRUE
796,688,Binacle,Rock Water,Rock,Water,306,42,52,67,39,56,50,6,FALSE,FALSE,FALSE
797,689,Barbaracle,Rock Water,Rock,Water,500,72,105,115,54,86,68,6,FALSE,FALSE,TRUE
798,690,Skrelp,Poison Water,Poison,Water,320,50,60,60,60,60,30,6,FALSE,FALSE,FALSE
799,691,Dragalge,Poison Dragon,Poison,Dragon,494,65,75,90,97,123,44,6,FALSE,FALSE,TRUE
800,692,Clauncher,Water,Water,,330,50,53,62,58,63,44,6,FALSE,FALSE,FALSE
801,693,Clawitzer,Water,Water,,500,71,73,88,120,89,59,6,FALSE,FALSE,TRUE
802,694,Helioptile,Electric Normal,Electric,Normal,289,44,38,33,61,43,70,6,FALSE,FALSE,FALSE
803,695,Heliolisk,Electric Normal,Electric,Normal,481,62,55,52,109,94,109,6,FALSE,FALSE,TRUE
804,696,Tyrunt,Rock Dragon,Rock,Dragon,362,58,89,77,45,45,48,6,FALSE,FALSE,FALSE
805,697,Tyrantrum,Rock Dragon,Rock,Dragon,521,82,121,119,69,59,71,6,FALSE,FALSE,TRUE
806,698,Amaura,Rock Ice,Rock,Ice,362,77,59,50,67,63,46,6,FALSE,FALSE,FALSE
807,699,Aurorus,Rock Ice,Rock,Ice,521,123,77,72,99,92,58,6,FALSE,FALSE,TRUE
808,700,Sylveon,Fairy,Fairy,,525,95,65,65,110,130,60,6,FALSE,FALSE,TRUE
809,701,Hawlucha,Fighting Flying,Fighting,Flying,500,78,92,75,74,63,118,6,FALSE,FALSE,TRUE
810,702,Dedenne,Electric Fairy,Electric,Fairy,431,67,58,57,81,67,101,6,FALSE,FALSE,TRUE
811,703,Carbink,Rock Fairy,Rock,Fairy,500,50,50,150,50,150,50,6,FALSE,FALSE,TRUE
812,704,Goomy,Dragon,Dragon,,300,45,50,35,55,75,40,6,FALSE,FALSE,FALSE
813,705,Sliggoo,Dragon,Dragon,,452,68,75,53,83,113,60,6,FALSE,FALSE,FALSE
814,706,Goodra,Dragon,Dragon,,600,90,100,70,110,150,80,6,FALSE,FALSE,TRUE
815,707,Klefki,Steel Fairy,Steel,Fairy,470,57,80,91,80,87,75,6,FALSE,FALSE,TRUE
816,708,Phantump,Ghost Grass,Ghost,Grass,309,43,70,48,50,60,38,6,FALSE,FALSE,FALSE
817,709,Trevenant,Ghost Grass,Ghost,Grass,474,85,110,76,65,82,56,6,FALSE,FALSE,TRUE
818,710,Pumpkaboo Average Size,Ghost Grass,Ghost,Grass,335,49,66,70,44,55,51,6,FALSE,FALSE,FALSE
819,710,Pumpkaboo Small Size,Ghost Grass,Ghost,Grass,335,44,66,70,44,55,56,6,FALSE,FALSE,FALSE
820,710,Pumpkaboo Large Size,Ghost Grass,Ghost,Grass,335,54,66,70,44,55,46,6,FALSE,FALSE,FALSE
821,710,Pumpkaboo Super Size,Ghost Grass,Ghost,Grass,335,59,66,70,44,55,41,6,FALSE,FALSE,FALSE
822,711,Gourgeist Average Size,Ghost Grass,Ghost,Grass,494,65,90,122,58,75,84,6,FALSE,FALSE,TRUE
823,711,Gourgeist Small Size,Ghost Grass,Ghost,Grass,494,55,85,122,58,75,99,6,FALSE,FALSE,TRUE
824,711,Gourgeist Large Size,Ghost Grass,Ghost,Grass,494,75,95,122,58,75,69,6,FALSE,FALSE,TRUE
825,711,Gourgeist Super Size,Ghost Grass,Ghost,Grass,494,85,100,122,58,75,54,6,FALSE,FALSE,TRUE
826,712,Bergmite,Ice,Ice,,304,55,69,85,32,35,28,6,FALSE,FALSE,FALSE
827,713,Avalugg,Ice,Ice,,514,95,117,184,44,46,28,6,FALSE,FALSE,TRUE
828,714,Noibat,Flying Dragon,Flying,Dragon,245,40,30,35,45,40,55,6,FALSE,FALSE,FALSE
829,715,Noivern,Flying Dragon,Flying,Dragon,535,85,70,80,97,80,123,6,FALSE,FALSE,TRUE
830,716,Xerneas,Fairy,Fairy,,680,126,131,95,131,98,99,6,TRUE,FALSE,TRUE
831,717,Yveltal,Dark Flying,Dark,Flying,680,126,131,95,131,98,99,6,TRUE,FALSE,TRUE
832,718,Zygarde 50% Forme,Dragon Ground,Dragon,Ground,600,108,100,121,81,95,95,6,TRUE,FALSE,TRUE
833,719,Diancie,Rock Fairy,Rock,Fairy,600,50,100,150,100,150,50,6,TRUE,FALSE,TRUE
834,719,Mega Diancie,Rock Fairy,Rock,Fairy,700,50,160,110,160,110,110,6,TRUE,TRUE,TRUE
835,720,Hoopa Confined,Psychic Ghost,Psychic,Ghost,600,80,110,60,150,130,70,6,TRUE,FALSE,TRUE
836,720,Hoopa Unbound,Psychic Dark,Psychic,Dark,680,80,160,60,170,130,80,6,TRUE,FALSE,TRUE
837,721,Volcanion,Fire Water,Fire,Water,600,80,110,120,130,90,70,6,TRUE,FALSE,TRUE
838,722,Rowlet,Grass Flying,Grass,Flying,320,68,55,55,50,50,42,7,FALSE,FALSE,FALSE
839,723,Dartrix,Grass Flying,Grass,Flying,420,78,75,75,70,70,52,7,FALSE,FALSE,FALSE
840,724,Decidueye,Grass Ghost,Grass,Ghost,530,78,107,75,100,100,70,7,FALSE,FALSE,TRUE
841,725,Litten,Fire,Fire,,320,45,65,40,60,40,70,7,FALSE,FALSE,FALSE
842,726,Torracat,Fire,Fire,,420,65,85,50,80,50,90,7,FALSE,FALSE,FALSE
843,727,Incineroar,Fire Dark,Fire,Dark,530,95,115,90,80,90,60,7,FALSE,FALSE,TRUE
844,728,Popolio,Water,Water,,320,50,54,54,66,56,40,7,FALSE,FALSE,FALSE
845,729,Brionne,Water,Water,,420,60,69,69,91,81,50,7,FALSE,FALSE,FALSE
846,730,Primarina,Water Fairy,Water,Fairy,530,80,74,74,126,116,60,7,FALSE,FALSE,TRUE
847,731,Pikipek,Normal Flying,Normal,Flying,265,35,75,30,30,30,65,7,FALSE,FALSE,FALSE
848,732,Trumbeak,Normal Flying,Normal,Flying,355,55,85,50,40,50,75,7,FALSE,FALSE,FALSE
849,733,Toucannon,Normal Flying,Normal,Flying,485,80,120,75,75,75,60,7,FALSE,FALSE,TRUE
850,734,Yungoos,Normal,Normal,,253,48,70,30,30,30,45,7,FALSE,FALSE,FALSE
851,735,Gumshoos,Normal,Normal,,418,88,110,60,55,60,45,7,FALSE,FALSE,TRUE
852,736,Grubbin,Bug,Bug,,300,47,62,45,55,45,46,7,FALSE,FALSE,FALSE
853,737,Charjabug,Bug Electric,Bug,Electric,400,57,82,95,55,75,36,7,FALSE,FALSE,FALSE
854,738,Vikavolt,Bug Electric,Bug,Electric,500,77,70,90,145,75,43,7,FALSE,FALSE,TRUE
855,739,Crabrawler,Fighting,Fighting,,338,47,82,57,42,47,63,7,FALSE,FALSE,FALSE
856,740,Crabominable,Fighting Ice,Fighting,Ice,478,97,132,77,62,67,43,7,FALSE,FALSE,TRUE
857,741,Oricorio Baile Style,Fire Flying,Fire,Flying,476,75,70,70,98,70,93,7,FALSE,FALSE,TRUE
858,741,Oricorio Pom-Pom Style,Electric Flying,Electric,Flying,476,75,70,70,98,70,93,7,FALSE,FALSE,TRUE
859,741,Oricorio Pa'u Style,Psychic Flying,Psychic,Flying,476,75,70,70,98,70,93,7,FALSE,FALSE,TRUE
860,741,Oricorio Sensu Style,Ghost Flying,Ghost,Flying,476,75,70,70,98,70,93,7,FALSE,FALSE,TRUE
861,742,Cutiefly,Bug Fairy,Bug,Fairy,304,40,45,40,55,40,84,7,FALSE,FALSE,FALSE
862,743,Riombee,Bug Fairy,Bug,Fairy,464,60,55,60,95,70,124,7,FALSE,FALSE,TRUE
863,744,Rockruff,Rock,Rock,,280,45,65,40,30,40,60,7,FALSE,FALSE,FALSE
864,745,Lycanroc Midday Form,Rock,Rock,,487,75,115,65,55,65,112,7,FALSE,FALSE,TRUE
865,745,Lycanroc Midnight Form,Rock,Rock,,487,85,115,75,55,75,82,7,FALSE,FALSE,TRUE
866,745,Lycanroc Dusk Forme,Rock,Rock,,487,75,117,65,55,65,110,7,FALSE,FALSE,TRUE
867,746,Wishiwashi Solo Form,Water,Water,,175,45,20,20,25,25,40,7,FALSE,FALSE,TRUE
868,746,Wishiwashi School Form,Water,Water,,620,45,140,130,140,135,30,7,FALSE,FALSE,TRUE
869,747,Mareanie,Poison Water,Poison,Water,305,50,53,62,43,52,45,7,FALSE,FALSE,FALSE
870,748,Toxapex,Poison Water,Poison,Water,495,50,63,152,53,142,35,7,FALSE,FALSE,TRUE
871,749,Mudbray,Ground,Ground,,385,70,100,70,45,55,45,7,FALSE,FALSE,FALSE
872,750,Mudsdale,Ground,Ground,,500,100,125,100,55,85,35,7,FALSE,FALSE,TRUE
873,751,Dewpider,Water Bug,Water,Bug,269,38,40,52,40,72,27,7,FALSE,FALSE,FALSE
874,752,Araquanid,Water Bug,Water,Bug,454,68,70,92,50,132,42,7,FALSE,FALSE,TRUE
875,753,Fomantis,Grass,Grass,,250,40,55,35,50,35,35,7,FALSE,FALSE,FALSE
876,754,Lurantis,Grass,Grass,,480,70,105,90,80,90,45,7,FALSE,FALSE,TRUE
877,755,Morelull,Grass Fairy,Grass,Fairy,285,40,35,55,65,75,15,7,FALSE,FALSE,FALSE
878,756,Shiinotic,Grass Fairy,Grass,Fairy,405,60,45,80,90,100,30,7,FALSE,FALSE,TRUE
879,757,Salandit,Poison Fire,Poison,Fire,320,48,44,40,71,40,77,7,FALSE,FALSE,FALSE
880,758,Salazzle,Poison Fire,Poison,Fire,480,68,64,60,111,60,117,7,FALSE,FALSE,TRUE
881,759,Stufful,Normal Fighting,Normal,Fighting,340,70,75,50,45,50,50,7,FALSE,FALSE,FALSE
882,760,Bewear,Normal Fighting,Normal,Fighting,500,120,125,80,55,60,60,7,FALSE,FALSE,TRUE
883,761,Bounsweet,Grass,Grass,,210,42,30,38,30,38,32,7,FALSE,FALSE,FALSE
884,762,Steenee,Grass,Grass,,290,52,40,48,40,48,62,7,FALSE,FALSE,FALSE
885,763,Tsareena,Grass,Grass,,510,72,120,98,50,98,72,7,FALSE,FALSE,TRUE
886,764,Comfey,Fairy,Fairy,,485,51,52,90,82,110,100,7,FALSE,FALSE,TRUE
887,765,Oranguru,Normal Psychic,Normal,Psychic,490,90,60,80,90,110,60,7,FALSE,FALSE,TRUE
888,766,Passimian,Fighting,Fighting,,490,100,120,90,40,60,80,7,FALSE,FALSE,TRUE
889,767,Wimpod,Bug Water,Bug,Water,230,25,35,40,20,30,80,7,FALSE,FALSE,FALSE
890,768,Golisopod,Bug Water,Bug,Water,530,75,125,140,60,90,40,7,FALSE,FALSE,TRUE
891,769,Sandygast,Ghost Ground,Ghost,Ground,320,55,55,80,70,45,15,7,FALSE,FALSE,FALSE
892,770,Pallosand,Ghost Ground,Ghost,Ground,480,85,75,110,100,75,35,7,FALSE,FALSE,TRUE
893,771,Pyukumuku,Water,Water,,410,55,60,130,30,130,5,7,FALSE,FALSE,TRUE
894,772,Type:Null,Normal,Normal,,534,95,95,95,95,95,59,7,TRUE,FALSE,FALSE
895,773,Silvally,Normal,Normal,,570,95,95,95,95,95,95,7,TRUE,FALSE,TRUE
896,774,Minior Meteor Form,Rock Flying,Rock,Flying,440,60,60,100,60,100,60,7,FALSE,FALSE,TRUE
897,774,Minior Core Form,Rock Flying,Rock,Flying,500,60,100,60,100,60,120,7,FALSE,FALSE,TRUE
898,775,Komala,Normal,Normal,,480,65,115,65,75,95,65,7,FALSE,FALSE,TRUE
899,776,Turtonator,Fire Dragon,Fire,Dragon,485,60,78,135,91,85,36,7,FALSE,FALSE,TRUE
900,777,Togedemaru,Electric Steel,Electric,Steel,435,65,98,63,40,73,96,7,FALSE,FALSE,TRUE
901,778,Mimikyu,Ghost Fairy,Ghost,Fairy,476,55,90,80,50,105,96,7,FALSE,FALSE,TRUE
902,779,Bruxish,Water Psychic,Water,Psychic,475,68,105,70,70,70,92,7,FALSE,FALSE,TRUE
903,780,Drampa,Normal Dragon,Normal,Dragon,485,78,60,85,135,91,36,7,FALSE,FALSE,TRUE
904,781,Dhelmise,Ghost Grass,Ghost,Grass,517,70,131,100,86,90,40,7,FALSE,FALSE,TRUE
905,782,Jangmo-o,Dragon,Dragon,,300,45,55,65,45,45,45,7,FALSE,FALSE,FALSE
906,783,Hakamo-o,Dragon Fighting,Dragon,Fighting,420,55,75,90,65,70,65,7,FALSE,FALSE,FALSE
907,784,Kommo-o,Dragon Fighting,Dragon,Fighting,600,75,110,125,100,105,85,7,FALSE,FALSE,TRUE
908,785,Tapu Koko,Electric Fairy,Electric,Fairy,570,70,115,85,95,75,130,7,TRUE,FALSE,TRUE
909,786,Tapu Lele,Psychic Fairy,Psychic,Fairy,570,70,85,75,130,115,95,7,TRUE,FALSE,TRUE
910,787,Tapu Bulu,Grass Fairy,Grass,Fairy,570,70,130,115,85,95,75,7,TRUE,FALSE,TRUE
911,788,Tapu Fini,Water Fairy,Water,Fairy,570,70,75,115,95,130,85,7,TRUE,FALSE,TRUE
912,789,Cosmog,Psychic,Psychic,,200,43,29,31,29,31,37,7,TRUE,FALSE,FALSE
913,790,Cosmoem,Psychic,Psychic,,400,43,29,131,29,131,37,7,TRUE,FALSE,FALSE
914,791,Solgaleo,Psychic Steel,Psychic,Steel,680,137,137,107,113,89,97,7,TRUE,FALSE,TRUE
915,792,Lunala,Psychic Ghost,Psychic,Ghost,680,137,113,89,137,107,97,7,TRUE,FALSE,TRUE
916,793,Nihilego,Rock Poison,Rock,Poison,570,109,53,47,127,131,103,7,FALSE,FALSE,TRUE
917,794,Buzzwole,Bug Fighting,Bug,Fighting,570,107,139,139,53,53,79,7,FALSE,FALSE,TRUE
918,795,Pheromosa,Bug Fighting,Bug,Fighting,570,71,137,37,137,37,151,7,FALSE,FALSE,TRUE
919,796,Xuriktree,Electric,Electric,,570,83,89,71,173,71,83,7,FALSE,FALSE,TRUE
920,797,Celesteela,Steel Flying,Steel,Flying,570,97,101,103,107,101,61,7,FALSE,FALSE,TRUE
921,798,Kartana,Grass Steel,Grass,Steel,570,59,181,131,59,31,109,7,FALSE,FALSE,TRUE
922,799,Guzzlord,Dark Dragon,Dark,Dragon,570,223,101,53,97,53,43,7,FALSE,FALSE,TRUE
923,800,Necrozma,Psychic,Psychic,,600,97,107,101,127,89,79,7,TRUE,FALSE,TRUE
924,800,Necrozma Dusk Mane,Psychic Steel,Psychic,Steel,680,97,157,127,113,109,77,7,TRUE,FALSE,TRUE
925,800,Necrozma Dawn Wings,Psychic Ghost,Psychic,Ghost,680,97,113,109,157,127,77,7,TRUE,FALSE,TRUE
926,800,Necrozma Ultra,Psychic Dragon,Psychic,Dragon,754,97,167,97,167,97,129,7,TRUE,FALSE,TRUE
927,801,Magearna,Steel Fairy,Steel,Fairy,600,80,95,115,130,115,65,7,FALSE,FALSE,TRUE
928,802,Marshadow,Fighting Ghost,Fighting,Ghost,600,90,125,80,90,90,125,7,FALSE,FALSE,TRUE
929,803,Poipole,Poison,Poison,,420,67,73,67,73,67,73,7,FALSE,FALSE,FALSE
930,804,Naganadel,Poison Dragon,Poison,Dragon,540,73,73,73,127,73,121,7,FALSE,FALSE,TRUE
931,805,Stakataka,Rock Steel,Rock,Steel,570,61,131,211,53,101,13,7,FALSE,FALSE,TRUE
932,806,Blacephalon,Fire Ghost,Fire,Ghost,570,53,127,53,151,79,107,7,FALSE,FALSE,TRUE
933,807,Zeraora,Electric,Electric,,600,88,112,75,102,80,143,7,FALSE,FALSE,TRUE
934,808,Meltan,Steel,Steel,,300,46,65,65,55,35,34,7,FALSE,FALSE,FALSE
935,809,Melmetal,Steel,Steel,,600,135,143,143,80,65,34,7,FALSE,FALSE,TRUE
936,810,Grookey,Grass,Grass,,310,50,65,50,40,40,65,8,FALSE,FALSE,FALSE
937,811,Thwackey,Grass,Grass,,420,70,85,70,55,60,80,8,FALSE,FALSE,FALSE
938,812,Rillaboom,Grass,Grass,,530,100,125,90,60,70,85,8,FALSE,FALSE,TRUE
939,813,Scorbunny,Fire,Fire,,310,50,71,40,40,40,69,8,FALSE,FALSE,FALSE
940,814,Raboot,Fire,Fire,,420,65,86,60,55,60,94,8,FALSE,FALSE,FALSE
941,815,Cinderace,Fire,Fire,,530,80,116,75,65,75,119,8,FALSE,FALSE,TRUE
942,816,Sobble,Water,Water,,310,50,40,40,70,40,70,8,FALSE,FALSE,FALSE
943,817,Drizzile,Water,Water,,420,65,60,55,95,55,90,8,FALSE,FALSE,FALSE
944,818,Inteleon,Water,Water,,530,70,85,65,125,65,120,8,FALSE,FALSE,TRUE
945,819,Skwovet,Normal,Normal,,275,70,55,55,35,35,25,8,FALSE,FALSE,FALSE
946,820,Greedent,Normal,Normal,,460,120,95,95,55,75,20,8,FALSE,FALSE,TRUE
947,821,Rookidee,Flying,Flying,,245,38,47,35,33,35,57,8,FALSE,FALSE,FALSE
948,822,Corvisquire,Flying,Flying,,365,68,67,55,43,55,77,8,FALSE,FALSE,FALSE
949,823,Corviknight,Flying Steel,Flying,Steel,495,98,87,105,53,85,67,8,FALSE,FALSE,TRUE
950,824,Blipbug,Bug,Bug,,180,25,20,20,25,45,45,8,FALSE,FALSE,FALSE
951,825,Dottler,Bug Psychic,Bug ,Psychic,335,50,35,80,50,90,30,8,FALSE,FALSE,FALSE
952,826,Orbeetle,Bug Psychic,Bug ,Psychic,505,60,45,110,80,120,90,8,FALSE,FALSE,TRUE
953,827,Nickit,Dark,Dark,,245,40,28,28,47,52,50,8,FALSE,FALSE,FALSE
954,828,Thievul,Dark,Dark,,455,70,58,58,87,92,90,8,FALSE,FALSE,TRUE
955,829,Gossifleur,Grass,Grass,,250,40,40,60,40,60,10,8,FALSE,FALSE,FALSE
956,830,Eldegoss,Grass,Grass,,460,60,50,90,80,120,60,8,FALSE,FALSE,TRUE
957,831,Wooloo,Normal,Normal,,270,42,40,55,40,45,48,8,FALSE,FALSE,FALSE
958,832,Dubwool,Normal,Normal,,490,72,80,100,60,90,88,8,FALSE,FALSE,TRUE
959,833,Chewtle,Water,Water,,284,50,64,50,38,38,44,8,FALSE,FALSE,FALSE
960,834,Drednaw,Water Rock,Water,Rock,485,90,115,90,48,68,74,8,FALSE,FALSE,TRUE
961,835,Yamper,Electric,Electric,,270,59,45,50,40,50,26,8,FALSE,FALSE,FALSE
962,836,Boltund,Electric,Electric,,490,69,90,60,90,60,121,8,FALSE,FALSE,TRUE
963,837,Rolycoly,Rock,Rock,,240,30,40,50,40,50,30,8,FALSE,FALSE,FALSE
964,838,Carkol,Rock Fire,Rock,Fire,410,80,60,90,60,70,50,8,FALSE,FALSE,FALSE
965,839,Coalossal,Rock Fire,Rock,Fire,510,110,80,120,80,90,30,8,FALSE,FALSE,TRUE
966,840,Applin,Grass Dragon,Grass,Dragon,260,40,40,80,40,40,20,8,FALSE,FALSE,FALSE
967,841,Flapple,Grass Dragon,Grass,Dragon,485,70,110,80,95,60,70,8,FALSE,FALSE,TRUE
968,842,Appletun,Grass Dragon,Grass,Dragon,485,110,85,80,100,80,30,8,FALSE,FALSE,TRUE
969,843,Silicobra,Ground,Ground,,315,52,57,75,35,50,46,8,FALSE,FALSE,FALSE
970,844,Sandaconda,Ground,Ground,,510,72,107,125,65,70,71,8,FALSE,FALSE,TRUE
971,845,Cramorant,Flying Water,Flying ,Water,475,70,85,55,85,95,85,8,FALSE,FALSE,TRUE
972,846,Arrokuda,Water,Water,,280,41,63,40,40,30,66,8,FALSE,FALSE,FALSE
973,847,Barraskewda,Water,Water,,490,61,123,60,60,50,136,8,FALSE,FALSE,TRUE
974,848,Toxel,Electric Poison,Electric,Poison,242,40,38,35,54,35,40,8,FALSE,FALSE,FALSE
975,849,Toxtricity Low Key Forme,Electric Poison,Electric,Poison,502,75,98,70,114,70,75,8,FALSE,FALSE,TRUE
976,849,Toxtricity Amped Forme,Electric Poison,Electric,Poison,502,75,98,70,114,70,75,8,FALSE,FALSE,TRUE
977,850,Sizzlipede,Fire Bug,Fire,Bug,305,50,65,45,50,50,45,8,FALSE,FALSE,FALSE
978,851,Centiskorch,Fire Bug,Fire,Bug,525,100,115,65,90,90,65,8,FALSE,FALSE,TRUE
979,852,Clobbopus,Fighting,Fighitng,,310,50,68,60,50,50,32,8,FALSE,FALSE,FALSE
980,853,Grapploct,Fighting,Fighting,,480,80,118,90,70,80,42,8,FALSE,FALSE,TRUE
981,854,Sinistea,Ghost,Ghost,,308,40,45,45,75,54,50,8,FALSE,FALSE,FALSE
982,855,Polteageist,Ghost,Ghost,,508,60,65,65,134,114,70,8,FALSE,FALSE,TRUE
983,856,Hatenna,Psychic,Psychic,,265,42,30,45,56,53,39,8,FALSE,FALSE,FALSE
984,857,Hattrem,Psychic,Psychic,,370,57,40,65,86,73,49,8,FALSE,FALSE,FALSE
985,858,Hatterene,Psychic Fairy,Psychic,Fairy,510,57,90,95,136,103,29,8,FALSE,FALSE,TRUE
986,859,Impidimp,Dark Fairy,Dark,Fairy,265,45,45,30,55,40,50,8,FALSE,FALSE,FALSE
987,860,Morgrem,Dark Fairy,Dark,Fairy,370,65,60,45,75,55,70,8,FALSE,FALSE,FALSE
988,861,Grimmsnarl,Dark Fairy,Dark,Fairy,510,95,120,65,95,75,60,8,FALSE,FALSE,TRUE
989,862,Obstagoon,Dark Normal,Dark,Normal,520,93,90,101,60,81,95,8,FALSE,FALSE,TRUE
990,863,Perrserker,Steel,Steel,,440,70,110,100,50,60,50,8,FALSE,FALSE,TRUE
991,864,Cursola,Ghost,Ghost,,510,60,95,50,145,130,30,8,FALSE,FALSE,TRUE
992,865,Sirfetch'd,Fighting,Fighting,,507,62,135,95,68,82,65,8,FALSE,FALSE,TRUE
993,866,Mr. Rime,Psychic Ice,Psychic,Ice,520,80,85,75,110,100,70,8,FALSE,FALSE,TRUE
994,867,Runerigus,Ground Ghost,Ground,Ghost,483,58,95,145,50,105,30,8,FALSE,FALSE,TRUE
995,868,Milcery,Fairy,Fairy,,270,45,40,40,50,61,34,8,FALSE,FALSE,FALSE
996,869,Allcremie,Fairy,Fairy,,495,65,60,75,110,121,64,8,FALSE,FALSE,TRUE
997,870,Falinks,Fighting,Fighting,,470,65,100,100,70,60,75,8,FALSE,FALSE,TRUE
998,871,Pincurchin,Electric,Electric,,435,48,101,95,91,85,15,8,FALSE,FALSE,TRUE
999,872,Snom,Ice Bug,Ice,Bug,185,30,25,35,45,30,20,8,FALSE,FALSE,FALSE
1000,873,Frosmonth,Ice Bug,Ice,Bug,475,70,65,60,125,90,65,8,FALSE,FALSE,TRUE
1001,874,Stonjourner,Rock,Rock,,470,100,125,135,20,20,70,8,FALSE,FALSE,TRUE
1002,875,Eiscue Ice Face,Ice,Ice,,470,75,80,110,65,90,50,8,FALSE,FALSE,TRUE
1003,875,Eiscue Noice Face,Ice,Ice,,470,75,80,70,65,50,130,8,FALSE,FALSE,TRUE
1004,876,Indeedee Male,Psychic Normal,Psychic,Normal,475,60,65,55,105,95,95,8,FALSE,FALSE,TRUE
1005,879,Indeedee Female,,Psychic,Normal,475,70,55,65,95,105,85,8,FALSE,FALSE,TRUE
1006,877,Morpeko,Electric Dark,Electric,Dark,436,58,95,58,70,58,97,8,FALSE,FALSE,TRUE
1007,878,Cufant,Steel,Steel,,330,72,80,49,40,49,40,8,FALSE,FALSE,FALSE
1008,879,Copperajah,Steel,Steel,,500,122,130,69,80,69,30,8,FALSE,FALSE,TRUE
1009,880,Dracozolt,Electric Dragon,Electric,Dragon,505,90,100,90,80,70,75,8,FALSE,FALSE,TRUE
1010,881,Arctozolt,Electric Ice,Electric,Ice,505,90,100,90,90,80,55,8,FALSE,FALSE,TRUE
1011,882,Dracovish,Water Dragon,Water,Dragon,505,90,90,100,70,80,75,8,FALSE,FALSE,TRUE
1012,883,Arctovish,Water Ice,Water,Ice,505,90,90,100,80,90,55,8,FALSE,FALSE,TRUE
1013,884,Duraludon,Steel Dragon,Steel,Dragon,535,70,95,115,120,50,85,8,FALSE,FALSE,TRUE
1014,885,Dreepy,Dargon Ghost,Dragon,Ghost,270,28,60,30,40,30,82,8,FALSE,FALSE,FALSE
1015,886,Drakloak,Dragon Ghost,Dragon,Ghost,410,68,80,50,60,50,102,8,FALSE,FALSE,FALSE
1016,887,Dragapult,Dragon Ghost,Dragon,Ghost,600,88,120,75,100,75,142,8,FALSE,FALSE,TRUE
1017,888,Zacian,Fairy Steel,Fairy,Steel,720,92,170,115,80,115,148,8,TRUE,FALSE,TRUE
1018,888,Zacian Hero of Many Battles,Fairy,Fairy,,670,92,130,115,80,115,138,8,TRUE,FALSE,TRUE
1019,889,Zamazenta ,Fighting Steel,Fighting,Steel,720,92,130,145,80,145,128,8,TRUE,FALSE,TRUE
1020,889,Zamazenta Hero of Many Battles,Fighting Steel,Fighting,Steel,670,92,130,115,80,115,138,8,TRUE,FALSE,TRUE
1021,890,Eternatus,Poison Dragon,Poison,Dragon,690,140,85,95,145,95,130,8,TRUE,FALSE,TRUE
1022,890,Eternamax,Poison Dragon,Poison,Dragon,1125,255,115,250,125,250,130,8,TRUE,FALSE,TRUE
1023,891,Kubfu,Fighting,Fighting,,385,60,90,60,53,50,72,8,TRUE,FALSE,FALSE
1024,892,Urushifu Single Strike Style,Fighting Dark,Fighting,Dark,550,100,160,100,63,60,97,8,TRUE,FALSE,TRUE
1025,892,Urushifu Rapid Strike Style,Fighting Water,Fighting,Water,550,100,130,100,63,60,97,8,TRUE,FALSE,TRUE
